,Unnamed: 0,winner_wickets,umpire3,team,team2,gender,season,date,competition,match_number,venue,city,toss_winner,toss_decision,player_of_match,umpire,umpire2,reserve_umpire,tv_umpire,match_referee,winner,winner_runs,outcome,eliminator,date2,neutralvenue,id
187,187,7.0,,Mumbai Indians,Royal Challengers Bangalore,male,2009/10,2010/03/20,Indian Premier League,14.0,Brabourne Stadium,Mumbai,Mumbai Indians,bat,JH Kallis,HDPK Dharmasena,SS Hazare,SN Bandekar,SK Tarapore,Yashpal Sharma,Royal Challengers Bangalore,,,,,,187
188,188,,,Deccan Chargers,Delhi Daredevils,male,2009/10,2010/03/21,Indian Premier League,15.0,Barabati Stadium,Cuttack,Deccan Chargers,bat,A Symonds,BF Bowden,M Erasmus,BK Ravi,AM Saheba,GR Viswanath,Deccan Chargers,10.0,,,,,188
189,189,,,Chennai Super Kings,Kings XI Punjab,male,2009/10,2010/03/21,Indian Premier League,16.0,"MA Chidambaram Stadium, Chepauk",Chennai,Chennai Super Kings,field,J Theron,K Hariharan,DJ Harper,,S Das,S Venkataraghavan,,,tie,Kings XI Punjab,,,189
190,190,7.0,,Mumbai Indians,Kolkata Knight Riders,male,2009/10,2010/03/22,Indian Premier League,17.0,Brabourne Stadium,Mumbai,Kolkata Knight Riders,bat,SR Tendulkar,SS Hazare,SJA Taufel,VM Bandiwadekar,HDPK Dharmasena,Yashpal Sharma,Mumbai Indians,,,,,,190
191,191,,,Royal Challengers Bangalore,Chennai Super Kings,male,2009/10,2010/03/23,Indian Premier League,18.0,M Chinnaswamy Stadium,Bangalore,Chennai Super Kings,field,RV Uthappa,RE Koertzen,RB Tiffin,KN Ananthapadmanabhan,BG Jerling,AJ Pycroft,Royal Challengers Bangalore,36.0,,,,,191
192,192,,,Kings XI Punjab,Rajasthan Royals,male,2009/10,2010/03/24,Indian Premier League,19.0,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Kings XI Punjab,field,AC Voges,BR Doctrove,SK Tarapore,C Shamshuddin,S Ravi,S Venkataraghavan,Rajasthan Royals,31.0,,,,,192
193,193,5.0,,Mumbai Indians,Chennai Super Kings,male,2009/10,2010/03/25,Indian Premier League,21.0,Brabourne Stadium,Mumbai,Mumbai Indians,field,SR Tendulkar,BF Bowden,AM Saheba,SN Bandekar,M Erasmus,GR Viswanath,Mumbai Indians,,,,,,193
194,194,8.0,,Rajasthan Royals,Deccan Chargers,male,2009/10,2010/03/26,Indian Premier League,22.0,"Sardar Patel Stadium, Motera",Ahmedabad,Deccan Chargers,bat,YK Pathan,HDPK Dharmasena,SJA Taufel,S Dua,SS Hazare,RS Mahanama,Rajasthan Royals,,,,,,194
195,195,,,Kings XI Punjab,Kolkata Knight Riders,male,2009/10,2010/03/27,Indian Premier League,23.0,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Kolkata Knight Riders,bat,MK Tiwary,BR Doctrove,S Ravi,C Shamshuddin,SK Tarapore,S Venkataraghavan,Kolkata Knight Riders,39.0,,,,,195
196,196,,,Royal Challengers Bangalore,Delhi Daredevils,male,2009/10,2010/03/25,Indian Premier League,20.0,M Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,field,KM Jadhav,BG Jerling,RE Koertzen,KN Ananthapadmanabhan,RB Tiffin,AJ Pycroft,Delhi Daredevils,17.0,,,,,196
197,197,,,Rajasthan Royals,Chennai Super Kings,male,2009/10,2010/03/28,Indian Premier League,24.0,"Sardar Patel Stadium, Motera",Ahmedabad,Rajasthan Royals,bat,NV Ojha,SS Hazare,SJA Taufel,S Dua,HDPK Dharmasena,RS Mahanama,Rajasthan Royals,17.0,,,,,197
198,198,,,Deccan Chargers,Mumbai Indians,male,2009/10,2010/03/28,Indian Premier League,25.0,Dr DY Patil Sports Academy,Mumbai,Deccan Chargers,field,Harbhajan Singh,S Das,K Hariharan,SN Bandekar,DJ Harper,GR Viswanath,Mumbai Indians,41.0,,,,,198
199,199,,,Delhi Daredevils,Kolkata Knight Riders,male,2009/10,2010/03/29,Indian Premier League,26.0,Feroz Shah Kotla,Delhi,Delhi Daredevils,bat,DA Warner,SS Hazare,SJA Taufel,A Chaudhary,HDPK Dharmasena,RS Mahanama,Delhi Daredevils,40.0,,,,,199
200,200,4.0,,Mumbai Indians,Kings XI Punjab,male,2009/10,2010/03/30,Indian Premier League,27.0,Brabourne Stadium,Mumbai,Mumbai Indians,field,SL Malinga,BR Doctrove,SK Tarapore,VM Bandiwadekar,S Ravi,S Venkataraghavan,Mumbai Indians,,,,,,200
201,201,5.0,,Chennai Super Kings,Royal Challengers Bangalore,male,2009/10,2010/03/31,Indian Premier League,28.0,"MA Chidambaram Stadium, Chepauk",Chennai,Royal Challengers Bangalore,bat,M Vijay,BG Jerling,RE Koertzen,J Madanagopal,RB Tiffin,AJ Pycroft,Chennai Super Kings,,,,,,201
202,202,,,Delhi Daredevils,Rajasthan Royals,male,2009/10,2010/03/31,Indian Premier League,29.0,Feroz Shah Kotla,Delhi,Delhi Daredevils,bat,KD Karthik,HDPK Dharmasena,SJA Taufel,A Chaudhary,SS Hazare,RS Mahanama,Delhi Daredevils,67.0,,,,,202
203,203,,,Kolkata Knight Riders,Deccan Chargers,male,2009/10,2010/04/01,Indian Premier League,30.0,Eden Gardens,Kolkata,Kolkata Knight Riders,bat,SC Ganguly,K Hariharan,DJ Harper,R Shankar,S Asnani,GR Viswanath,Kolkata Knight Riders,24.0,,,,,203
204,204,6.0,,Kings XI Punjab,Royal Challengers Bangalore,male,2009/10,2010/04/02,Indian Premier League,31.0,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Kings XI Punjab,bat,KP Pietersen,BF Bowden,M Erasmus,C Shamshuddin,AM Saheba,D Govindjee,Royal Challengers Bangalore,,,,,,204
205,205,,,Chennai Super Kings,Rajasthan Royals,male,2009/10,2010/04/03,Indian Premier League,32.0,"MA Chidambaram Stadium, Chepauk",Chennai,Chennai Super Kings,bat,M Vijay,RE Koertzen,RB Tiffin,J Madanagopal,BG Jerling,AJ Pycroft,Chennai Super Kings,23.0,,,,,205
206,206,,,Mumbai Indians,Deccan Chargers,male,2009/10,2010/04/03,Indian Premier League,33.0,Brabourne Stadium,Mumbai,Mumbai Indians,bat,AT Rayudu,BR Doctrove,S Ravi,SN Bandekar,SK Tarapore,S Venkataraghavan,Mumbai Indians,63.0,,,,,206
207,207,8.0,,Kolkata Knight Riders,Kings XI Punjab,male,2009/10,2010/04/04,Indian Premier League,34.0,Eden Gardens,Kolkata,Kolkata Knight Riders,bat,DPMD Jayawardene,S Asnani,DJ Harper,R Shankar,K Hariharan,J Srinath,Kings XI Punjab,,,,,,207
208,208,,,Delhi Daredevils,Royal Challengers Bangalore,male,2009/10,2010/04/04,Indian Premier League,35.0,Feroz Shah Kotla,Delhi,Delhi Daredevils,bat,PD Collingwood,BF Bowden,M Erasmus,A Chaudhary,AM Saheba,D Govindjee,Delhi Daredevils,37.0,,,,,208
209,209,,,Deccan Chargers,Rajasthan Royals,male,2009/10,2010/04/05,Indian Premier League,36.0,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,Rajasthan Royals,bat,SK Warne,HDPK Dharmasena,SJA Taufel,VM Bandiwadekar,SS Hazare,RS Mahanama,Rajasthan Royals,2.0,,,,,209
210,210,,,Chennai Super Kings,Mumbai Indians,male,2009/10,2010/04/06,Indian Premier League,37.0,"MA Chidambaram Stadium, Chepauk",Chennai,Chennai Super Kings,bat,SK Raina,S Asnani,DJ Harper,J Madanagopal,K Hariharan,J Srinath,Chennai Super Kings,24.0,,,,,210
211,211,9.0,,Rajasthan Royals,Kings XI Punjab,male,2009/10,2010/04/07,Indian Premier League,38.0,Sawai Mansingh Stadium,Jaipur,Kings XI Punjab,bat,MJ Lumb,S Ravi,SK Tarapore,K Sharma,BR Doctrove,S Venkataraghavan,Rajasthan Royals,,,,,,211
212,212,,,Kolkata Knight Riders,Delhi Daredevils,male,2009/10,2010/04/07,Indian Premier League,39.0,Eden Gardens,Kolkata,Kolkata Knight Riders,bat,SC Ganguly,BG Jerling,RE Koertzen,R Shankar,RB Tiffin,AJ Pycroft,Kolkata Knight Riders,14.0,,,,,212
213,213,7.0,,Royal Challengers Bangalore,Deccan Chargers,male,2009/10,2010/04/08,Indian Premier League,40.0,M Chinnaswamy Stadium,Bangalore,Deccan Chargers,field,TL Suman,S Asnani,DJ Harper,KN Ananthapadmanabhan,K Hariharan,J Srinath,Deccan Chargers,,,,,,213
214,214,6.0,,Kings XI Punjab,Mumbai Indians,male,2009/10,2010/04/09,Indian Premier League,41.0,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Mumbai Indians,bat,KC Sangakkara,M Erasmus,AM Saheba,C Shamshuddin,BF Bowden,D Govindjee,Kings XI Punjab,,,,,,214
215,215,6.0,,Deccan Chargers,Chennai Super Kings,male,2009/10,2010/04/10,Indian Premier League,42.0,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,Chennai Super Kings,bat,RJ Harris,HDPK Dharmasena,SJA Taufel,VM Bandiwadekar,SS Hazare,RS Mahanama,Deccan Chargers,,,,,,215
216,216,7.0,,Royal Challengers Bangalore,Kolkata Knight Riders,male,2009/10,2010/04/10,Indian Premier League,43.0,M Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,field,R Vinay Kumar,K Hariharan,DJ Harper,KN Ananthapadmanabhan,S Asnani,J Srinath,Royal Challengers Bangalore,,,,,,216
217,217,7.0,,Delhi Daredevils,Kings XI Punjab,male,2009/10,2010/04/11,Indian Premier League,44.0,Feroz Shah Kotla,Delhi,Delhi Daredevils,bat,PP Chawla,BF Bowden,AM Saheba,A Chaudhary,M Erasmus,D Govindjee,Kings XI Punjab,,,,,,217
218,218,,,Rajasthan Royals,Mumbai Indians,male,2009/10,2010/04/11,Indian Premier League,45.0,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,field,SR Tendulkar,BR Doctrove,SK Tarapore,K Sharma,S Ravi,S Venkataraghavan,Mumbai Indians,37.0,,,,,218
219,219,,,Deccan Chargers,Royal Challengers Bangalore,male,2009/10,2010/04/12,Indian Premier League,46.0,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,Royal Challengers Bangalore,field,Harmeet Singh,RE Koertzen,RB Tiffin,VM Bandiwadekar,BG Jerling,AJ Pycroft,Deccan Chargers,13.0,,,,,219
220,220,,,Mumbai Indians,Delhi Daredevils,male,2009/10,2010/04/13,Indian Premier League,47.0,Brabourne Stadium,Mumbai,Mumbai Indians,bat,KA Pollard,S Asnani,DJ Harper,SN Bandekar,K Hariharan,J Srinath,Mumbai Indians,39.0,,,,,220
221,221,9.0,,Chennai Super Kings,Kolkata Knight Riders,male,2009/10,2010/04/13,Indian Premier League,48.0,"MA Chidambaram Stadium, Chepauk",Chennai,Kolkata Knight Riders,bat,R Ashwin,SS Hazare,SJA Taufel,J Madanagopal,HDPK Dharmasena,GR Viswanath,Chennai Super Kings,,,,,,221
222,222,5.0,,Rajasthan Royals,Royal Challengers Bangalore,male,2009/10,2010/04/14,Indian Premier League,49.0,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,bat,KP Pietersen,BR Doctrove,S Ravi,K Sharma,SK Tarapore,S Venkataraghavan,Royal Challengers Bangalore,,,,,,222
223,223,6.0,,Chennai Super Kings,Delhi Daredevils,male,2009/10,2010/04/15,Indian Premier League,50.0,"MA Chidambaram Stadium, Chepauk",Chennai,Chennai Super Kings,bat,G Gambhir,HDPK Dharmasena,SS Hazare,J Madanagopal,SJA Taufel,GR Viswanath,Delhi Daredevils,,,,,,223
224,224,5.0,,Kings XI Punjab,Deccan Chargers,male,2009/10,2010/04/16,Indian Premier League,51.0,Himachal Pradesh Cricket Association Stadium,Dharamsala,Deccan Chargers,field,RG Sharma,M Erasmus,AM Saheba,C Shamshuddin,BF Bowden,D Govindjee,Deccan Chargers,,,,,,224
225,225,,,Royal Challengers Bangalore,Mumbai Indians,male,2009/10,2010/04/17,Indian Premier League,52.0,M Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,field,R McLaren,HDPK Dharmasena,SJA Taufel,KN Ananthapadmanabhan,SS Hazare,GR Viswanath,Mumbai Indians,57.0,,,,,225
226,226,8.0,,Kolkata Knight Riders,Rajasthan Royals,male,2009/10,2010/04/17,Indian Premier League,53.0,Eden Gardens,Kolkata,Rajasthan Royals,bat,JD Unadkat,BG Jerling,RB Tiffin,R Shankar,RE Koertzen,AJ Pycroft,Kolkata Knight Riders,,,,,,226
227,227,6.0,,Kings XI Punjab,Chennai Super Kings,male,2009/10,2010/04/18,Indian Premier League,54.0,Himachal Pradesh Cricket Association Stadium,Dharamsala,Chennai Super Kings,field,MS Dhoni,BF Bowden,AM Saheba,C Shamshuddin,M Erasmus,D Govindjee,Chennai Super Kings,,,,,,227
228,228,,,Delhi Daredevils,Deccan Chargers,male,2009/10,2010/04/18,Indian Premier League,55.0,Feroz Shah Kotla,Delhi,Deccan Chargers,bat,A Symonds,BR Doctrove,SK Tarapore,A Chaudhary,S Ravi,S Venkataraghavan,Deccan Chargers,11.0,,,,,228
229,229,9.0,,Kolkata Knight Riders,Mumbai Indians,male,2009/10,2010/04/19,Indian Premier League,56.0,Eden Gardens,Kolkata,Mumbai Indians,bat,M Kartik,BG Jerling,RE Koertzen,R Shankar,RB Tiffin,AJ Pycroft,Kolkata Knight Riders,,,,,,229
230,230,,,Royal Challengers Bangalore,Mumbai Indians,male,2009/10,2010/04/21,Indian Premier League,,Dr DY Patil Sports Academy,Mumbai,Mumbai Indians,bat,KA Pollard,BR Doctrove,RB Tiffin,SN Bandekar,DJ Harper,J Srinath,Mumbai Indians,35.0,,,,,230
231,231,,,Chennai Super Kings,Deccan Chargers,male,2009/10,2010/04/22,Indian Premier League,,Dr DY Patil Sports Academy,Mumbai,Chennai Super Kings,bat,DE Bollinger,BR Doctrove,RB Tiffin,SN Bandekar,DJ Harper,J Srinath,Chennai Super Kings,38.0,,,,,231
232,232,9.0,,Royal Challengers Bangalore,Deccan Chargers,male,2009/10,2010/04/24,Indian Premier League,,Dr DY Patil Sports Academy,Mumbai,Deccan Chargers,bat,A Kumble,RE Koertzen,SJA Taufel,SN Bandekar,S Ravi,S Venkataraghavan,Royal Challengers Bangalore,,,,,,232
233,233,,,Chennai Super Kings,Mumbai Indians,male,2009/10,2010/04/25,Indian Premier League,,Dr DY Patil Sports Academy,Mumbai,Chennai Super Kings,bat,SK Raina,RE Koertzen,SJA Taufel,SN Bandekar,S Ravi,S Venkataraghavan,Chennai Super Kings,22.0,,,,,233
234,234,,,Chennai Super Kings,Kolkata Knight Riders,male,2011,2011/04/08,Indian Premier League,1.0,"MA Chidambaram Stadium, Chepauk",Chennai,Chennai Super Kings,bat,S Anirudha,BR Doctrove,PR Reiffel,K Srinath,S Asnani,J Srinath,Chennai Super Kings,2.0,,,,,234
235,235,8.0,,Deccan Chargers,Rajasthan Royals,male,2011,2011/04/09,Indian Premier League,2.0,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Rajasthan Royals,field,SK Trivedi,RE Koertzen,SK Tarapore,C Shamshuddin,SS Hazare,AJ Pycroft,Rajasthan Royals,,,,,,235
236,236,6.0,,Kochi Tuskers Kerala,Royal Challengers Bangalore,male,2011,2011/04/09,Indian Premier League,3.0,Nehru Stadium,Kochi,Kochi Tuskers Kerala,bat,AB de Villiers,HDPK Dharmasena,K Hariharan,KN Ananthapadmanabhan,AL Hill,Raju Mukherjee,Royal Challengers Bangalore,,,,,,236
237,237,8.0,,Delhi Daredevils,Mumbai Indians,male,2011,2011/04/10,Indian Premier League,4.0,Feroz Shah Kotla,Delhi,Delhi Daredevils,bat,SL Malinga,AM Saheba,RB Tiffin,A Chaudhary,SL Shastri,S Venkataraghavan,Mumbai Indians,,,,,,237
238,238,7.0,,Pune Warriors,Kings XI Punjab,male,2011,2011/04/10,Indian Premier League,5.0,Dr DY Patil Sports Academy,Mumbai,Kings XI Punjab,bat,SB Wagh,BR Doctrove,PR Reiffel,NA Patwardhan,S Asnani,J Srinath,Pune Warriors,,,,,,238
239,239,,,Kolkata Knight Riders,Deccan Chargers,male,2011,2011/04/11,Indian Premier League,6.0,Eden Gardens,Kolkata,Kolkata Knight Riders,bat,JH Kallis,RE Koertzen,SK Tarapore,S Das,S Ravi,D Govindjee,Kolkata Knight Riders,9.0,,,,,239
240,240,6.0,,Rajasthan Royals,Delhi Daredevils,male,2011,2011/04/12,Indian Premier League,7.0,Sawai Mansingh Stadium,Jaipur,Delhi Daredevils,bat,SK Warne,Aleem Dar,RB Tiffin,R Subramanian,SS Hazare,AJ Pycroft,Rajasthan Royals,,,,,,240
241,241,9.0,,Royal Challengers Bangalore,Mumbai Indians,male,2011,2011/04/12,Indian Premier League,8.0,M Chinnaswamy Stadium,Bangalore,Mumbai Indians,field,SR Tendulkar,HDPK Dharmasena,AL Hill,CK Nandan,K Hariharan,Raju Mukherjee,Mumbai Indians,,,,,,241
242,242,6.0,,Kings XI Punjab,Chennai Super Kings,male,2011,2011/04/13,Indian Premier League,9.0,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Kings XI Punjab,field,PC Valthaty,Asad Rauf,SL Shastri,K Bharatan,AM Saheba,S Venkataraghavan,Kings XI Punjab,,,,,,242
243,243,4.0,,Pune Warriors,Kochi Tuskers Kerala,male,2011,2011/04/13,Indian Premier League,10.0,Dr DY Patil Sports Academy,Mumbai,Kochi Tuskers Kerala,bat,MD Mishra,S Asnani,PR Reiffel,NA Patwardhan,BR Doctrove,J Srinath,Pune Warriors,,,,,,243
244,244,,,Deccan Chargers,Royal Challengers Bangalore,male,2011,2011/04/14,Indian Premier League,11.0,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Royal Challengers Bangalore,field,DW Steyn,RE Koertzen,S Ravi,C Shamshuddin,SK Tarapore,D Govindjee,Deccan Chargers,33.0,,,,,244
245,245,9.0,,Rajasthan Royals,Kolkata Knight Riders,male,2011,2011/04/15,Indian Premier League,12.0,Sawai Mansingh Stadium,Jaipur,Kolkata Knight Riders,field,G Gambhir,Aleem Dar,SS Hazare,R Subramanian,RB Tiffin,AJ Pycroft,Kolkata Knight Riders,,,,,,245
246,246,8.0,,Mumbai Indians,Kochi Tuskers Kerala,male,2011,2011/04/15,Indian Premier League,13.0,Wankhede Stadium,Mumbai,Kochi Tuskers Kerala,field,BB McCullum,BR Doctrove,PR Reiffel,VA Kulkarni,S Asnani,J Srinath,Kochi Tuskers Kerala,,,,,,246
247,247,,,Chennai Super Kings,Royal Challengers Bangalore,male,2011,2011/04/16,Indian Premier League,14.0,"MA Chidambaram Stadium, Chepauk",Chennai,Chennai Super Kings,bat,MEK Hussey,HDPK Dharmasena,AL Hill,K Srinath,K Hariharan,Raju Mukherjee,Chennai Super Kings,21.0,,,,,247
248,248,8.0,,Deccan Chargers,Kings XI Punjab,male,2011,2011/04/16,Indian Premier League,15.0,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Kings XI Punjab,field,PC Valthaty,RE Koertzen,S Ravi,C Shamshuddin,SK Tarapore,D Govindjee,Kings XI Punjab,,,,,,248
249,249,3.0,,Pune Warriors,Delhi Daredevils,male,2011,2011/04/17,Indian Premier League,16.0,Dr DY Patil Sports Academy,Mumbai,Delhi Daredevils,field,Yuvraj Singh,Asad Rauf,AM Saheba,NA Patwardhan,SL Shastri,S Venkataraghavan,Delhi Daredevils,,,,,,249
250,250,8.0,,Kolkata Knight Riders,Rajasthan Royals,male,2011,2011/04/17,Indian Premier League,17.0,Eden Gardens,Kolkata,Kolkata Knight Riders,field,L Balaji,Aleem Dar,RB Tiffin,S Das,SS Hazare,AJ Pycroft,Kolkata Knight Riders,,,,,,250
251,251,7.0,,Kochi Tuskers Kerala,Chennai Super Kings,male,2011,2011/04/18,Indian Premier League,18.0,Nehru Stadium,Kochi,Kochi Tuskers Kerala,field,BB McCullum,K Hariharan,AL Hill,KN Ananthapadmanabhan,HDPK Dharmasena,Raju Mukherjee,Kochi Tuskers Kerala,,,,,,251
252,252,,,Delhi Daredevils,Deccan Chargers,male,2011,2011/04/19,Indian Premier League,19.0,Feroz Shah Kotla,Delhi,Deccan Chargers,bat,S Sohal,PR Reiffel,RJ Tucker,A Chaudhary,S Asnani,J Srinath,Deccan Chargers,16.0,,,,,252
253,253,7.0,,Mumbai Indians,Pune Warriors,male,2011,2011/04/20,Indian Premier League,21.0,Wankhede Stadium,Mumbai,Pune Warriors,bat,MM Patel,Asad Rauf,AM Saheba,VA Kulkarni,SL Shastri,Raju Mukherjee,Mumbai Indians,,,,,,253
254,254,,,Kolkata Knight Riders,Kochi Tuskers Kerala,male,2011,2011/04/20,Indian Premier League,22.0,Eden Gardens,Kolkata,Kolkata Knight Riders,field,DPMD Jayawardene,Aleem Dar,RB Tiffin,S Das,SS Hazare,AJ Pycroft,Kochi Tuskers Kerala,6.0,,,,,254
255,255,,,Kings XI Punjab,Rajasthan Royals,male,2011,2011/04/21,Indian Premier League,23.0,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Rajasthan Royals,field,SE Marsh,S Asnani,PR Reiffel,K Bharatan,RJ Tucker,J Srinath,Kings XI Punjab,48.0,,,,,255
256,256,,,Mumbai Indians,Chennai Super Kings,male,2011,2011/04/22,Indian Premier League,25.0,Wankhede Stadium,Mumbai,Chennai Super Kings,field,Harbhajan Singh,Asad Rauf,AM Saheba,VA Kulkarni,SL Shastri,Raju Mukherjee,Mumbai Indians,8.0,,,,,256
257,257,9.0,,Kolkata Knight Riders,Royal Challengers Bangalore,male,2011,2011/04/22,Indian Premier League,24.0,Eden Gardens,Kolkata,Royal Challengers Bangalore,field,CH Gayle,SS Hazare,RB Tiffin,S Das,Aleem Dar,AJ Pycroft,Royal Challengers Bangalore,,,,,,257
258,258,,,Delhi Daredevils,Kings XI Punjab,male,2011,2011/04/23,Indian Premier League,26.0,Feroz Shah Kotla,Delhi,Kings XI Punjab,field,DA Warner,S Asnani,RE Koertzen,A Chaudhary,PR Reiffel,J Srinath,Delhi Daredevils,29.0,,,,,258
259,259,,,Deccan Chargers,Mumbai Indians,male,2011,2011/04/24,Indian Premier League,27.0,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Deccan Chargers,field,SL Malinga,HDPK Dharmasena,AL Hill,C Shamshuddin,K Hariharan,Raju Mukherjee,Mumbai Indians,37.0,,,,,259
260,260,8.0,,Rajasthan Royals,Kochi Tuskers Kerala,male,2011,2011/04/24,Indian Premier League,28.0,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,field,SK Warne,BR Doctrove,SK Tarapore,R Subramanian,S Ravi,D Govindjee,Rajasthan Royals,,,,,,260
261,261,,,Chennai Super Kings,Pune Warriors,male,2011,2011/04/25,Indian Premier League,29.0,"MA Chidambaram Stadium, Chepauk",Chennai,Pune Warriors,field,MEK Hussey,Aleem Dar,RB Tiffin,K Srinath,SS Hazare,AJ Pycroft,Chennai Super Kings,25.0,,,,,261
262,262,3.0,,Delhi Daredevils,Royal Challengers Bangalore,male,2011,2011/04/26,Indian Premier League,30.0,Feroz Shah Kotla,Delhi,Royal Challengers Bangalore,field,V Kohli,S Asnani,RJ Tucker,A Chaudhary,PR Reiffel,J Srinath,Royal Challengers Bangalore,,,,,,262
263,263,8.0,,Pune Warriors,Chennai Super Kings,male,2011,2011/04/27,Indian Premier League,31.0,Dr DY Patil Sports Academy,Mumbai,Pune Warriors,bat,DE Bollinger,Asad Rauf,SL Shastri,NA Patwardhan,AM Saheba,GF Labrooy,Chennai Super Kings,,,,,,263
264,264,,,Kochi Tuskers Kerala,Deccan Chargers,male,2011,2011/04/27,Indian Premier League,32.0,Nehru Stadium,Kochi,Kochi Tuskers Kerala,field,I Sharma,HDPK Dharmasena,AL Hill,KN Ananthapadmanabhan,K Hariharan,Raju Mukherjee,Deccan Chargers,55.0,,,,,264
265,265,,,Delhi Daredevils,Kolkata Knight Riders,male,2011,2011/04/28,Indian Premier League,33.0,Feroz Shah Kotla,Delhi,Delhi Daredevils,field,MK Tiwary,PR Reiffel,RJ Tucker,A Chaudhary,S Asnani,J Srinath,Kolkata Knight Riders,17.0,,,,,265
266,266,7.0,,Rajasthan Royals,Mumbai Indians,male,2011,2011/04/29,Indian Premier League,34.0,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,field,J Botha,Asad Rauf,SK Tarapore,R Subramanian,S Ravi,D Govindjee,Rajasthan Royals,,,,,,266
267,267,,,Royal Challengers Bangalore,Pune Warriors,male,2011,2011/04/29,Indian Premier League,35.0,M Chinnaswamy Stadium,Bangalore,Pune Warriors,field,V Kohli,Aleem Dar,SS Hazare,CK Nandan,RB Tiffin,AJ Pycroft,Royal Challengers Bangalore,26.0,,,,,267
268,268,,,Kochi Tuskers Kerala,Delhi Daredevils,male,2011,2011/04/30,Indian Premier League,36.0,Nehru Stadium,Kochi,Delhi Daredevils,bat,V Sehwag,HDPK Dharmasena,AL Hill,KN Ananthapadmanabhan,K Hariharan,Raju Mukherjee,Delhi Daredevils,38.0,,,,,268
269,269,8.0,,Kolkata Knight Riders,Kings XI Punjab,male,2011,2011/04/30,Indian Premier League,37.0,Eden Gardens,Kolkata,Kolkata Knight Riders,field,Iqbal Abdulla,AM Saheba,SL Shastri,S Das,RJ Tucker,GF Labrooy,Kolkata Knight Riders,,,,,,269
270,270,6.0,,Rajasthan Royals,Pune Warriors,male,2011,2011/05/01,Indian Premier League,38.0,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,field,LRPL Taylor,SK Tarapore,SJA Taufel,R Subramanian,S Ravi,D Govindjee,Rajasthan Royals,,,,,,270
271,271,,,Chennai Super Kings,Deccan Chargers,male,2011,2011/05/01,Indian Premier League,39.0,"MA Chidambaram Stadium, Chepauk",Chennai,Chennai Super Kings,bat,JA Morkel,Aleem Dar,RB Tiffin,K Srinath,SS Hazare,AJ Pycroft,Chennai Super Kings,19.0,,,,,271
272,272,,,Mumbai Indians,Kings XI Punjab,male,2011,2011/05/02,Indian Premier League,40.0,Wankhede Stadium,Mumbai,Kings XI Punjab,field,KA Pollard,HDPK Dharmasena,PR Reiffel,VA Kulkarni,K Hariharan,Raju Mukherjee,Mumbai Indians,23.0,,,,,272
273,273,7.0,,Delhi Daredevils,Kochi Tuskers Kerala,male,2011,2011/05/02,Indian Premier League,41.0,Feroz Shah Kotla,Delhi,Kochi Tuskers Kerala,field,P Parameswaran,Asad Rauf,SL Shastri,A Chaudhary,AM Saheba,GF Labrooy,Kochi Tuskers Kerala,,,,,,273
274,274,,,Deccan Chargers,Kolkata Knight Riders,male,2011,2011/05/03,Indian Premier League,42.0,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Deccan Chargers,field,YK Pathan,S Asnani,RJ Tucker,C Shamshuddin,PR Reiffel,J Srinath,Kolkata Knight Riders,20.0,,,,,274
275,275,8.0,,Chennai Super Kings,Rajasthan Royals,male,2011,2011/05/04,Indian Premier League,43.0,"MA Chidambaram Stadium, Chepauk",Chennai,Rajasthan Royals,bat,MEK Hussey,SS Hazare,RB Tiffin,K Srinath,Aleem Dar,AJ Pycroft,Chennai Super Kings,,,,,,275
276,276,,,Pune Warriors,Mumbai Indians,male,2011,2011/05/04,Indian Premier League,44.0,Dr DY Patil Sports Academy,Mumbai,Pune Warriors,field,R Sharma,HDPK Dharmasena,SJA Taufel,NA Patwardhan,K Hariharan,Raju Mukherjee,Mumbai Indians,21.0,,,,,276
277,277,,,Kochi Tuskers Kerala,Kolkata Knight Riders,male,2011,2011/05/05,Indian Premier League,45.0,Nehru Stadium,Kochi,Kolkata Knight Riders,field,BJ Hodge,S Ravi,RJ Tucker,KN Ananthapadmanabhan,SK Tarapore,D Govindjee,Kochi Tuskers Kerala,17.0,,,,,277
